variable;code;vintage
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-LPG;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-NoSolar-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO-LPG-LPG;
;FEC_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO-Elc-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SH;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SH-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SC;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SC-AC-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-NoSolar-LPG;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-LPG;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-NoSolar-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Elec;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Solar;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO-LPG-LPG;
;FEC_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-SH-Solids;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-Solids-NoSolar-Solids;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-NoSolar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-CO-Solids-Solids;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Solids-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-SH-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-NoSolar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-LPG-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-SH-Oil;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-NoSolar-Oil;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Oil;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Oil-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-SH-Gas;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-NoSolar-Gas;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Gas;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-CO-Gas-Gas;
;TES_per_household-kWh-Res-HH-Thermal-SH-Gas-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-SH-Biomass;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-NoSolar-Biomass;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Biomass;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-NoSolar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-CO-Biomass-Biomass;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Biomass-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-SH-Geo;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-NoSolar-Geo;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Geo;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-Geo-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-SH-Steam_Distr;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-NoSolar-Steam_Distr;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Steam_Distr;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-DistrHeat-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-NoSolar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-AdvElc-CO-Elc-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SH;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SH-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SC;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-SC-AC-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-NoSolar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-NoSolar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Elec;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Solar;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO-LPG-LPG;
;TES_per_household-kWh-Res-HH-Thermal-SH-ConvElc-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-SH-Solids;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-Solids-NoSolar-Solids;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-LPG-NoSolar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-LPG-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-CO-Solids-Solids;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Solids-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-SH-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-LPG-NoSolar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-LPG-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-LPG-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-SH-Oil;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Oil-NoSolar-Oil;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Oil-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Oil;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Oil-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-SH-Gas;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Gas-NoSolar-Gas;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Gas-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Gas;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-CO-Gas-Gas;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Gas-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-SH-Biomass;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Biomass-NoSolar-Biomass;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Biomass;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-LPG-NoSolar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-CO-Biomass-Biomass;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Biomass-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-SH-Geo;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Geo-NoSolar-Geo;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Geo-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Geo;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-Geo-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-SH-Steam_Distr;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-NoSolar-Steam_Distr;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Steam_Distr;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Solar;
