variable;code;vintage
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-DistrHeat-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-LPG-NoSolar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-AdvElc-CO-Elc-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-SH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-SH-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-SC;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-SC-AC-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-LPG-NoSolar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-Elc-NoSolar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Elec;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Solar;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-CO;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-CO-LPG-LPG;
;EMI_per_household-kgCO2-Res-HH-Thermal-SH-ConvElc-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH-Solids;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Solids-NoSolar-Solids;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-NoSolar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-Solids-Solids;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-NoSolar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH-Oil;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-NoSolar-Oil;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Oil;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH-Gas;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-NoSolar-Gas;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Gas;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO-Gas-Gas;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH-Biomass;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-NoSolar-Biomass;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Biomass;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-NoSolar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-Biomass-Biomass;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH-Geo;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-NoSolar-Geo;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Geo;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-Geo-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-SH-Steam_Distr;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-NoSolar-Steam_Distr;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Steam_Distr;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-DistrHeat-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-DistrHeat-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-NoSolar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-LPG-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-AdvElc-CO-Elc-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-SH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-SH-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-SC;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-SC-AC-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-NoSolar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-LPG-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-NoSolar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Elec;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-WH-Elc-Solar-Solar;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-CO;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-CO-LPG-LPG;
;FEC_per_sqm-kWh-Res-HH-Thermal-SH-ConvElc-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH-Solids;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Solids-NoSolar-Solids;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-NoSolar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-LPG-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-WH-Elc-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-Solids-Solids;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-LPG-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Solids-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-NoSolar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-LPG-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-WH-Elc-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO-LPG-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-LPG-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH-Oil;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-NoSolar-Oil;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Oil;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Oil-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-WH-Elc-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO-LPG-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Oil-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH-Gas;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-NoSolar-Gas;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Gas;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Gas-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-WH-Elc-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO-Gas-Gas;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Gas-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH-Biomass;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-NoSolar-Biomass;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Biomass;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Biomass-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-NoSolar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-LPG-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-WH-Elc-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-Biomass-Biomass;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-LPG-LPG;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Biomass-CO-Elc-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH-Geo;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SH-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SC;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-SC-AC-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-NoSolar-Geo;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Geo;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Geo-Solar-Solar;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-NoSolar-Elec;
;TES_per_sqm-kWh-Res-HH-Thermal-SH-Geo-WH-Elc-Solar;
